STT,SYS_DATETIME,NE_NAME,DEVICE_CODE,BEARER_MME_UTIL,BEARER_4G,CREATE_DEDICATED_BEARER_SR,CSFB_SR,DEDICATED_BEARER_MME,EASR,INTRA_TAU_SR,PGW_BEARER_SR,PGW_BEARER_UTIL,S1_INTRA_HANDOVER_SR,S1_PAGGING_SR,SAU_4G,SAU_UTIL_4G,SERVICE_REQUEST_SR,SGW_BEARER_SR,SG_LU_SR,SMS_PAGGING_SR,THROUGHPUT_4G,THROUGHPUT_UTIL,NO_PGW_IMS_BEARER,NO_PGW_IMS_SUBS,NO_PGW_SUBS,SYS_DATE,SYS_TIME
57469,2026-08-01 18:10:00,NE_000001,DEV_000001,,2715630.171290542,,,,,,102.95234319846463,58.06366355596746,,,,,,102.6949159551735,,,74089.07573484276,50.46655679620176,1300950.6267219796,1295891.4077999638,1837771.6401878302,2026-08-01,18:10:00
57398,2026-08-01 18:30:00,NE_000001,DEV_000001,,2761183.5900537055,,,,,,96.58634302894927,61.21381248808131,,,,,,102.0782777823062,,,80693.440251014,53.79379299041293,1250725.648671333,1296581.3909180595,1878418.8066335656,2026-08-01,18:30:00
57154,2026-08-01 19:40:00,NE_000001,DEV_000001,,2697748.128426434,,,,,,99.89662310627224,59.12705212430588,,,,,,98.04598798699607,,,90060.47543138274,57.31304813898822,1295991.9643538913,1262307.7613334411,1863988.668000566,2026-08-01,19:40:00
57009,2026-08-01 20:20:00,NE_000001,DEV_000001,,2772902.7866539834,,,,,,96.58017346944783,60.73174981961225,,,,,,101.93604709211367,,,97502.36748965377,70.23029073926237,1328803.5970199038,1345467.0265859286,1795815.2020594196,2026-08-01,20:20:00
56939,2026-08-01 20:40:00,NE_000001,DEV_000001,,2811194.3553540353,,,,,,98.46514297827292,59.46949877906731,,,,,,98.17628286785785,,,102136.97723149574,72.50113060827374,1359118.316568942,1332608.2871150798,1789616.554855623,2026-08-01,20:40:00
56819,2026-08-01 21:10:00,NE_000001,DEV_000001,,2869572.1086449823,,,,,,102.30784895214501,61.970235949442596,,,,,,96.49711483056312,,,104258.02735499709,77.48720981742359,1332847.497438024,1350876.5448788134,1792089.1337516073,2026-08-01,21:10:00
56668,2026-08-01 21:55:00,NE_000001,DEV_000001,,2607667.4055493143,,,,,,99.72727269312402,60.28128370531801,,,,,,99.22715949209764,,,102479.1494258192,72.02911057563527,1316470.66695981,1319482.3967444648,1833995.7470667502,2026-08-01,21:55:00
56118,2026-08-02 00:25:00,NE_000001,DEV_000001,,2568481.8271607594,,,,,,101.9427667162727,59.719184588716686,,,,,,95.14035719312395,,,39948.44912730139,27.050742492315237,1245563.2504987104,1312970.7396482963,1694067.1970397958,2026-08-02,00:25:00
55295,2026-08-02 04:15:00,NE_000001,DEV_000001,,2425212.2457477604,,,,,,102.05759683021232,54.83267365165552,,,,,,101.65125941727182,,,13975.262788600654,9.346842081841007,1181791.5954708466,1243074.7673324922,1682546.3972061523,2026-08-02,04:15:00
55245,2026-08-02 04:30:00,NE_000001,DEV_000001,,2337536.474131954,,,,,,100.97142295258652,50.944697185265454,,,,,,99.62812314229905,,,14271.871283649798,10.088586001330562,1260252.944469587,1243544.6941070012,1620241.8969551104,2026-08-02,04:30:00
55148,2026-08-02 04:55:00,NE_000001,DEV_000001,,2470245.1421088073,,,,,,98.9997623957243,52.02692802316087,,,,,,95.51960555146896,,,17945.866986752997,11.964266089943361,1258270.523719814,1249746.9460640873,1739132.3715283175,2026-08-02,04:55:00
55141,2026-08-02 05:00:00,NE_000001,DEV_000001,,2353921.860744444,,,,,,102.89687885177408,52.85293574412187,,,,,,101.73783634076004,,,19387.722732703067,13.951611921081836,1216482.0963086965,1273898.618300888,1681740.159504789,2026-08-02,05:00:00
